일자,언론사,기고자,제목
20191231,한겨레,성연철,"문 대통령, 추미애 청문회 보고서 1일까지 재송부 요청"
20191231,부산일보,전창훈,"문 대통령, 추미애 후보자 청문보고서 1일까지 재요청 ‘속전속결’ 임명 강행"
20191231,중앙일보,이민정(lee.minjung2@joongang.co.kr),"문 대통령, 추미애 청문보고서 재송부요청  빠르면 2일 임명수순"
20191231,서울경제,양지윤 기자,"문 대통령, 추미애 청문보고서 1월1일까지 재송부 요청"
20191231,YTN,김도원,"문 대통령, 추미애 청문보고서 내일까지 재송부 요청...모레 임명 전망"
20191231,매일신문,이혜진,"[속보] 문 대통령, 추미애 후보자 청문보고서 내일(1일)까지 재송부 요청"
20191231,경향신문,조형국 기자 situation@kyunghyang.com,"문 대통령, 추미애 청문보고서 재요청  빠르면 2일 임명"
20191231,헤럴드경제,강문규 기자,“역사적인 순간” 공수처 잡은 문대통령 ‘檢개혁 드라이브’ 고삐 죈다
20191231,KBS,신지혜,문재인 핵심공약 ‘공수처법’ 국회 통과 한국당 “의원직 총사퇴”
20191231,강원도민일보,남궁창성,문 대통령 “국민요구가 검찰개혁 원동력”
20191231,YTN,김도원,"문 대통령 ""정쟁으로 민생 희생 안 돼"""
20191231,국민일보,임성수 심희정 기자,문 대통령 “식물국회” “동물국회” 맹비난 한국당 “몰염치”
20191231,강원일보,이규호,문 대통령 국무위원 만찬 취소
20191231,중앙일보,,[바로잡습니다] 2019년 12월 23일자 34면 ‘불가피한 윤석열의 문 대통령 조사’
20191231,중앙일보,윤성민(yoon.sungmin@joongang.co.kr),"문 대통령, 공수처법 표결 앞두고 “검찰개혁 제도화 마지막 단계”"
20191231,YTN,YTN,"문 대통령, 오늘도 근무...올해 연차휴가 5일만 사용"
20191231,국제신문,김태경 기자,문재인 대통령 “20대 국회 마지막까지 볼썽사나운 모습”
20191231,경인일보,이성철,"문재인 대통령 ""민생 볼모 동물국회 볼썽사납다 檢 개혁은 거스를 수 없는 국민 요구"""
20191230,한국일보,신은별,[속보] 문 대통령 ‘식물국회’까지 거론하며 “정치 가야 할 길 아직 멀다”
20191230,KBS,이병도,문 대통령 “‘식물 동물국회’에 국민만 희생양 ‘볼모 법안’ 놓아달라”
20191230,KBS,강나루,문 대통령 핵심 공약 ‘공수처법’ 국회 통과 한국당은 퇴장
20191230,YTN,YTN,"문 대통령, 올해 마지막 날도 근무...연차휴가 5일만 사용"
20191230,전북일보,김준호,문재인 대통령 “정치 가야 할 길이 아직 멀다 국민만 희생양”
20191230,충청일보,이득수 기자,"문재인 대통령 
20대 국회 맹비난"
20191230,매일경제,,"문재인 대통령, 마지막 날도 근무 올해 연차휴가 5일만 사용"
20191230,서울신문,조현석,"‘문재인 1호 공약’ 공수처법, 국회 본회의 통과 한국당 퇴장 속 가결"
20191230,한겨레,서영지,문재인 정부 ‘1호 공약’ 공수처 설치법 국회 통과
20191230,대전일보,宋忠原,"문 대통령, ""마지막까지 부끄러운 모습... 갈 길 멀다"" 국회 '작심비판'"
20191230,OBS,배해수,"문 대통령 ""검찰 개혁 결실 단계 국회, 책임 다해야"""
20191230,아주경제,김도형,"문 대통령, 신년 특별사면 정치인 최소화 경제인 배제"
20191230,세계일보,김달중,문 대통령 “국회 마지막까지 부끄러운 모습 가야 할 길 아직도 멀다”
20191230,중부일보,김재득,"문재인 대통령 ""우리정치 가야 할 길 아직 멀어 국민만 희생양"""
20191230,한국경제,박재원(wonderful@hankyung.com),"靑 회의서 국회 질타한 문 대통령 ""마지막까지 부끄러운 모습 """
20191230,경향신문,청와대사진기자단,[경향포토] 2019년 마지막 수석.보좌관회의 주재하는 문재인대통령
20191230,경향신문,청와대사진기자단,[경향포토] 문재인대통령..2019년 마지막 수석.보좌관회의 주재
20191230,경향신문,청와대사진기자단,[경향포토] 수석.보좌관회의 주재하는 문재인대통령
20191230,매일신문,최경철,문 대통령 취임 후 세 번째 특별사면은 '내편 챙기기'?
20191230,서울신문,도준석,"[서울포토] 문대통령, 올해 마지막 수석 보좌관 회의"
20191230,매일신문,최경철,"문 대통령, 올해 마지막 수석 보좌관회의에서 강한 국회 '압박'"
20191230,YTN,김도원,"문 대통령 ""정쟁으로 민생 희생 안 돼""...민생 법안 처리 촉구"
20191230,전자신문,성현희,"문 대통령 ""국회, 볼썽사나운 모습 재연 마음 착잡"" 작심 비판"
20191230,한겨레,이완,문 대통령 “20대 국회 마지막까지 부끄러운 모습 국민만 피해”
20191230,국민일보,김남중 기자,문대통령 “검찰개혁 마지막 단계 도달 국민 요구가 원동력”
20191230,매일경제,,"문 대통령 ""검찰개혁 제도화 마지막 단계 도달 국민 노력 헌신 덕분"""
20191230,YTN,YTN,"문재인 대통령 ""국회, 볼썽사나운 모습 재연...국민만 희생양"""
20191230,무등일보,김현수,문 대통령 5천174명 특별사면 단행
20191230,경향신문,조형국 기자 situation@kyunghyang.com,"문 대통령 ""국회, 볼썽 사나운 모습"" 강력 비판  검찰개혁은 ""국민의 힘"""
20191230,YTN,김도원,"문 대통령 ""국회, 정치적 대립으로 민생 희생 안 돼"""
20191230,YTN,김도원,"문 대통령 ""검찰개혁 제도화 마지막 단계...국민의 힘"""
20191230,매일신문,황채현,"최민희 사면청원 중단 요청 ""문 대통령 위해"""
20191230,YTN,YTN,"문 대통령, 국무위원 초청 만찬 취소...""국회 상황 고려"""
20191230,서울신문,신진호,"문 대통령, 오늘 국무위원 만찬 취소 “공수처법 표결 고려”"
20191230,아주경제,최신형,문재인 대통령 올해 마지막 지지율 '49.7%' 부정평가 '46.5%'
20191230,중앙일보,김은빈(kim.eunbin@joongang.co.kr),"문 대통령, 오늘 국무위원 만찬 취소 “국회 상황 고려”"
20191230,매일경제,,"문재인 대통령, 오늘 국무위원 만찬 취소 ""국회 상황 고려"""
20191230,디지털타임스,디지털뉴스부,"[속보]문 대통령, 이광재 곽노현 한상균 특별사면"
20191230,전자신문,성현희,"문 대통령, 신년 특사 발표 이광재?곽노현?한상균 등 5174명 사면?복권"
20191230,한라일보,연합뉴스 기자  hl@ihalla.com,문 대통령 이광재 곽노현 한상균 특별사면 단행
20191230,중앙일보,이민정(lee.minjung2@joongang.co.kr),[속보]문 대통령 신년 특별사면복권 곽노현 한상균 이광재 포함
20191230,머니투데이,하세린 |기자,문재인 대통령 3번째 특별사면 이광재 곽노현 사면(상보)
20191230,서울경제,방진혁 기자,"심재철 ""선거법 공수처법 날치기 배후에 문재인 대통령"""
20191230,헤럴드경제,강문규 기자,北핵 檢개혁 靑인사 문대통령 ‘연말’ 고심 깊어졌다
20191230,중앙일보,홍수민(sumin@joongang.co.kr),문 대통령 지지율 소폭 오른 49.7% 다시 50%선 근접 [리얼미터]
20191230,YTN,김도원,문 대통령 오늘 靑 회의 주재...직원에 중계
20191230,서울신문,정현용,문 대통령 지지율 50% 근접 민주 한국 지지층 결집
20191230,아시아경제,강나훔,문 대통령 국정 지지율 49.7% 긍 부정평가 다시 역전 [리얼미터]
20191230,매일경제,,"문 대통령, 올해 마지막 수보회의 靑직원 노고 격려 공수처 언급 주목"
20191230,YTN,조수현,"[자막뉴스] ""후쿠시마? 한국은..."" 아베가 문 대통령에게 했다는 말"
20191230,조선일보,윌리엄 페섹 칼럼니스트·'일본화(Japanization)' 저자,[朝鮮칼럼 The Column] 문 대통령은 안전벨트를 단단히 매야 한다
20191230,YTN,김도원,문 대통령 오늘 靑 회의 주재...직원에 중계
20191230,경인일보,이성철,문재인 대통령 '새해 민생 경제 당부' 전망
20191229,한국일보,정승임,"외교부, 中에 “문 대통령 홍콩ㆍ신장 발언 바로 잡아달라” 요청"
20191229,YTN,김지선,"외교부, 문 대통령 발언 中 일방 발표에 정정 입장 전달"
20191229,경상일보,추성태 기자,문재인 대통령 ‘1호 공약’ 공수처법 30일 처리 방침 여야 극한 대치
20191229,OBS,최진만,"""아베, 문 대통령에게 후쿠시마 원전 '배출수' 설명"""
20191229,OBS,최진만,"문 대통령, '1호 공약' 공수처법 처리 예의 주시"
20191229,중앙일보,위문희(moonbright@joongang.co.kr),"외교부 ""문대통령 '홍콩 신장' 발언 바로잡아 달라"" 中에 요청"
20191229,대전일보,宋忠原,문 대통령 '민생 경제' 살피며 새해맞이 공수처법 추미애 청문회 주시
20191229,YTN,김지선,"외교부, 문 대통령 발언 中 일방 발표에 정정 입장 전달"
20191229,국민일보,김남중 기자,문대통령 올해 연차 5일 썼다 소진율 24% ‘취임 후 최저’
20191229,전북도민일보,청와대=이태영 기자,"문재인 대통령, 자문기구 위원들과 만찬"
20191229,아시아경제,김현민,[포토] 문재인 대통령 퇴진 요구하는 보수단체
20191229,세계일보,정은나리,"아베, 문 대통령에 “후쿠시마 배출 방사능물질, 한국의 100분의 1 이하”"
20191229,매일경제,정욱,"아베 ""문 대통령은 언행 부드러운 신사"" 이례적 칭찬 배경은?"
20191229,경향신문,도쿄|김진우 특파원 jwkim@kyunghyang.com,"아베 ""문 대통령, 언행 부드러운 신사 시진핑, 거친 싸움 이겨내"""
20191229,세계일보,,"""아베, 자료 제시하며 문대통령에 후쿠시마 원전 '배출수' 설명"""
20191229,서울경제,박성규 기자,"아베 “문 대통령, 언행 부드러운 신사 자주 만나길 기대”"
20191229,매일경제,,"아베, 문대통령에 ""후쿠시마 원전 오염수 한국의 100분의 1"""
20191229,경향신문,도쿄|김진우 특파원 jwkim@kyunghyang.com,"""아베, 문 대통령에 '후쿠시마 배출 방사성물질 한국의 100분의 1'"""
20191228,한국일보,김이삭,"아베 “문 대통령, 말씨 부드러운 신사”"
20191228,국민일보,박준규,진중권 “문 대통령 측근들이 공권력을 이용해 사익을 채웠다”
20191228,아시아경제,최신혜,"아베 총리 ""문대통령, 언행 부드러운 신사 자주 만나길 기대"""
20191228,서울신문,강주리,"[속보] 아베 “문 대통령, 언행 부드러운 신사 자주 만나길”"
20191228,매일경제,,아베 총리 TV도쿄 프로그램서 문재인 대통령을 
20191228,매일신문,이혜진,"아베 ""문 대통령 자주 만나길 기대"" 유화 제스처 이어나가"
20191228,아주경제,윤세미,"아베 ""문대통령, 언행 부드러운 신사 자주 만나길 기대"""
20191228,중앙일보,서승욱(sswook@joongang.co.kr),"아베 “문대통령은 신사”,문희상안엔 “韓, 국가로서 올바른 판단해야”"
20191227,한국일보,신은별,"크리스마스 무사히 넘기고 문 대통령, 정경두 국방장관 격려 오찬"
20191227,서울신문,신진호,진중권 “문 대통령 진정성 믿지만 간신이 너무 많다”
20191227,매일경제,,"문대통령 ""갈길 멀어도 확신 가져야 새해엔 국민이 성과 체감"""
20191227,전자신문,성현희,"문 대통령, 자문기구 위원들과 만찬 ""성과 확인하며 가야 할 길 확신 가져야"""
20191227,서울신문,신진호,문 대통령 “갈길 멀어도 확신 가져야 새해엔 국민이 성과 체감”
20191227,YTN,김도원,"문 대통령 ""새해에는 미래에 대한 믿음 갖게 할 것"""
20191227,OBS,배해수,"문 대통령 ""적명스님 가르침대로 간절한 마음 갖겠다"""
20191227,매일신문,최경철,"문재인 대통령, 軍 지휘부 초청오찬 ""국민에 확고한 안보믿음 드려야"""
20191227,한국경제,,"진중권 ""문 대통령 진정성 믿지만 주변에 간신 너무 많아"""
20191227,매일신문,최경철,"문 대통령, 적명 스님 입적 추모 ""왕생극락 기원"" SNS 추모 글"
20191227,전북일보,김준호,"문재인 대통령, 군 지휘부 초청오찬 “국민에 확고한 국방 안보믿음 줘야”"
20191227,국민일보,대구=김재산 기자,진중권 “문 대통령 주변에 간신 너무 많다”
20191227,아시아경제,한승곤,"""문 대통령 주변에 간신 너무 많아"" 진중권,'친문' 세력 비판"
20191227,매일경제,,"문 대통령, 군 지휘부 초청오찬 ""국방과 안보 확고한 믿음 드려야"""
20191227,한겨레,성연철,문 대통령 “내년에도 국방 안보 믿음 달라”
20191227,서울신문,이주원,"문 대통령, 軍 주요직위자 오찬 “국민에게 안보에 대한 믿음을”"
20191227,YTN,신호,"문 대통령, 정경두 장관 등 靑 초청 오찬"
20191227,OBS,배해수,"문 대통령 ""OBS 12주년, 독립 민영지상파 방송의 역사"""
20191227,OBS,배해수,"문 대통령, 한국당 추천 포함 5 18 조사위원 9명 임명"
20191227,한국경제,김명일(mi737@hankyung.com),"中 관영매체 ""문 대통령 '홍콩 발언' 왜곡 논란은 한국 자작극"""
20191227,세계일보,김달중,문 대통령 “‘자랑스러운 대통령’ 당부한 적명스님 간절한 마음 가지겠다”
20191227,헤럴드경제,강문규 기자,문 대통령 “적명 스님 가르침대로 늘 간절한 마음 가지겠다”
20191227,서울신문,이주원,문 대통령 “적명스님 극락왕생 기원 가르침대로 간절한 마음 가질 것”
20191227,YTN,김도원,"문 대통령 ""평생 수행하신 적명 스님, 왕생극락 기원"""
20191227,경향신문,조형국 기자 situation@kyunghyang.com,"문 대통령 적명스님 입적에 애도 ""스님 가르침대로 늘 간절한 마음 갖겠다"""
20191227,세계일보,이창수,"문 대통령, 전 월간조선 기자 포함 5 18 조사위원 9명 임명"
20191227,한국일보,신지후,"[한국출판문화상 수상작] “할머니들 입말 살린 요리사전, 문 대통령도 추천했죠”"
20191227,경향신문,정제혁 기자 jhjung@kyunghyang.com,"문 대통령, 5 18 진상조사위원 9명 임명 재가"
20191227,YTN,신호,"문 대통령, 5 18 진상조사위원 9명 임명...조만간 활동 시작"
20191227,YTN,신호,"문 대통령 ""외국인 관광 역대 최대...1위는 역시 중국"""
20191227,경인일보,이성철,"문재인 대통령 ""북한, 비핵화 실천땐 국제사회도 화답해야"""
20191226,한국일보,정지용,"일본, 문 대통령 겨냥 외교결례 외교부 ‘강력 항의’"
20191226,중도일보,송익준 기자,"문 대통령 ""외국인 관광객 역대 최대 기록"""
20191226,경향신문,정제혁 기자 jhjung@kyunghyang.com,문 대통령 “북 비핵화 실천 땐 국제사회도 상응 모습 보여야”
20191226,OBS,배해수,"문 대통령 ""행동 대 행동이 해법 국제사회 함께하자"""
20191226,전북일보,김준호,"청와대, ‘걸어온 길 나아갈 길 100년’ 문재인 대통령 연설문 선집 발간"
20191226,전북일보,김준호,문재인 대통령 “한반도 평화 위해 더 많은 행동 필요”
20191226,매일신문,최경철,"문재인 대통령, ""내년 외국인 관광객 2천만명 시대 열겠다"""
20191226,대전일보,宋忠原,"문 대통령 ""내년에 '외국인 관광객 2천만명 시대' 열겠다"""
20191226,대전일보,宋忠原,"문 대통령 ""北 비핵화 실천시 국제사회도 상응하는 모습 보여야... 한반도 평화 위해 더 많은 행동 필요"""
20191226,무등일보,김현수,"[단독] 문 대통령, 한국당 추천 5 18조사위원 재가"
20191226,중부일보,김재득,"문재인 대통령 ""북한 비핵화 실천시 국제사회도 상응 모습 보여야"""
20191226,전북도민일보,청와대=이태영 기자,문재인 대통령 “북한 비핵화 실천시 국제사회도 상응하는 모습 보여야”
20191226,전북도민일보,청와대=이태영 기자,문재인 대통령 국정지지율 48.3%
20191226,중부일보,김재득,"문재인 대통령 ""내년 외국인 관광객 2천만명 시대 열 것"""
20191226,한국경제,박재원(wonderful@hankyung.com),"문 대통령 ""北, 여전히 마음 다 안 열어 3차 북 미회담이 중대 고비"""
20191226,국민일보,임성수 기자,문 대통령 “북한 비핵화 실천에 행동 대 행동으로 화답해야”
20191226,중앙일보,홍수민(sumin@joongang.co.kr),"靑, 3 1운동 100주년 기념 문 대통령 연설문집 발간"
20191226,YTN,신호,"문 대통령 ""외국인 관광 역대 최대...1위는 역시 중국"""
20191226,디지털타임스,임재섭,문재인 대통령 2019년 국정 지지율은 48%
20191226,아주경제,정혜인,"문 대통령 ""한반도 평화 더 많은 행동 필요 北 비핵화 실천시 국제사회도 상응해야"" [전문]"
20191226,전자신문,안영국,"문 대통령, “북한이 비핵화 실천한다면, 국제사회도 상응하는 모습 보여줘야”"
20191226,서울신문,신진호,문 대통령 “외국인 관광객 역대 최대 내년 2천만명 시대 열겠다”
20191226,경향신문,정제혁 기자 jhjung@kyunghyang.com,문 대통령 “2020년 외국인 관광객 2000만명 시대 열 것”
20191226,세계일보,김달중,문 대통령 “평화는 행동없이 오지 않는다”
20191226,헤럴드경제,강문규 기자,문 대통령 “한반도평화 위해 더 많은 행동 필요”
20191226,OBS,배해수,"문 대통령 ""한반도 평화 위해 더 많은 행동 필요"""
20191226,매일경제,,"문 대통령 ""北 비핵화 실천시 국제사회도 상응하는 모습 보여야"""
20191226,한겨레,성연철,"문 대통령 “북한 비핵화 실천하면, 국제사회도 상응해야”"
20191226,헤럴드경제,강문규 기자,"[전문]문대통령 “평화, 韓 마음대로 속도 못내 더 많은 행동 필요”"
20191226,YTN,YTN,"문 대통령 ""3차 북미정상회담, 비핵화 과정의 가장 중대 고비"""
20191226,국민일보,임성수 기자,문 대통령 “한반도 평화는 조금씩 앞으로 가고 있다”
20191226,헤럴드경제,강문규 기자,문대통령 “한반도 평화 위해 더 많은 행동 필요”
20191226,경향신문,정제혁 기자 jhjung@kyunghyang.com,문 대통령 “북한이 비핵화 실천하면 국제사회도 상응 모습 보여야”
20191226,한국경제,김명일(mi737@hankyung.com),문 대통령 지지율 긍정?부정 엎치락뒤치락 다시 골든크로스
20191226,서울신문,김유민,문 대통령 지지율 48.3% 한 주만에 0.7%p 올라
20191226,중앙일보,정은혜(jeong.eunhye1@joongang.co.kr),'문 대통령+타노스 합성' 전단 살포한 보수단체 30대 회원 입건
20191226,서울신문,김유민,[속보] 문 대통령 지지율 48.3% 긍정평가 다시 앞서
20191226,한국경제,김민성(mean@hankyung.com),"[모닝브리핑] 선거법 27일 통과 유력 문 대통령, 경제계 신년인사회 불참"
20191226,광주일보,임동욱,문 대통령 전방위 외교전 통했나 北 ‘크리스마스 선물’ 조용
20191226,강원일보,이규호,靑 “문 대통령 `징용판결 관여 불가' 강하게 설명”
20191226,국제신문,김태경 기자,문재인 대통령 아베 ‘원전 오염수’ 정보공유 공감 청와대 “시진핑 내년 상반기 방한 확정적”
20191226,경기일보,강해인 기자,"문 대통령, 한중일 '정상 외교' 의미와 성과"
20191225,한국일보,"양진하
신은별",후쿠시마 오염수 정보 요구한 문대통령 아베 “공유 용의 있다”
20191225,한국일보,신은별,"문재인 대통령 “함께 잘 사는 나라, 성탄의 마음으로”"
20191225,YTN,YTN,문재인 대통령이 SNS에 올린 성탄절 메시지
20191225,YTN,YTN,"靑 ""문 대통령, 징용 본질 둘러싼 논쟁 대신 해법 찾아야"""
20191225,경향신문,유신모 외교전문기자  simon@kyunghyang.com,[뉴스분석]한 일 ‘갈등 뿌리’ 재확인 문 대통령 “징용 판결 관여 못해”
20191225,경상일보,김봉출 기자,지방선거 앞두고 ‘문재인 대통령 UNIST(울산과학기술원) 졸업식 참석’ 논란
20191225,경향신문,,"[사설]문 대통령의 ‘동북아 철도공동체’ 구상, 미국이 관심 보여야"
20191225,OBS,배해수,"문 대통령 ""'함께 잘 사는 나라'는 성탄절 마음으로"""
20191225,OBS,유재명,"靑 ""문 대통령 '징용 판결 관여 불가' 강하게 설명"""
20191225,부산일보,박석호,"문재인 대통령, 靑 핵심 참모 거취 고심"
20191225,매일경제,,"문 대통령 ""예수 머무시는 곳에서 만세운동 시작돼"" 성탄절 메시지"
20191225,YTN,YTN,문재인 대통령이 SNS에 올린 성탄절 메시지
20191225,서울신문,정현용,문 대통령 “예수님 머무시는 곳에서 만세운동 시작”
20191225,경향신문,조형국 기자 situation@kyunghyang.com,"문 대통령 ""'함께 잘사는 나라', 성탄절 마음으로 이뤄질 것"""
20191225,매일신문,최경철,"문 대통령, ""징용판결에 대한 관여는 안된다"" 설명"
20191225,한국경제,장창민(cmjang@hankyung.com),"[단독] 문재인 대통령, 내년에도 경제계 신년인사회 불참"
20191225,서울신문,정현용,"靑 “문 대통령, ‘징용판결 관여 불가’ 日에 강하게 설명”"
20191225,매일경제,,"靑 ""문 대통령 `징용판결관여 불가` 강하게 설명"""
20191225,YTN,YTN,"靑 ""문 대통령, 징용 본질 둘러싼 논쟁 대신 해법 찾아야"""
20191225,YTN,YTN,"[자막뉴스] 문 대통령 발언 중 끼어든 누군가...日 언론 ""상징적 장면"""
20191225,전자신문,성현희,"문 대통령, '한중일' 외교전 마무리???'추가 대화'에서 실효성 있는 묘안 마련이 관건"
20191225,국민일보,청두=임성수 기자,"문 대통령 리커창 아베, 촉나라 수도에서 ‘삼국지 정신’ 강조"
20191225,YTN,김상우,"문 대통령 발언 중 끼어든 관료...日 언론 ""상징적 장면"""
20191225,YTN,YTN,"문 대통령 ""평화 경제 아시아 전체에서 실현 기대"""
20191225,강원일보,이규호,문대통령 “日 수출 규제 풀어야”
20191225,YTN,김도원,"문재인 대통령, 중국 방문 일정 마치고 귀국"
20191225,YTN,YTN,"문 대통령 ""한중일, 오랜 역사와 문화 공유하는 가장 가까운 이웃"""
20191225,YTN,YTN,"문 대통령 ""한일, 멀어질 수 없는 사이...솔직한 대화 중요"""
20191225,중앙일보,유상철(you.sangchul@joongang.co.kr),"[현장에서] 시진핑 ‘선물’ 받은 아베, 빈손 문 대통령"
20191225,중도일보,송익준 기자,"문 대통령 ""한중일 평화 진전 함께 노력"""
20191225,경인일보,이성철,"문재인 대통령 ""수출규제 풀어야"" 아베 ""대화로 해결"" 3국 '비핵화 공감'"
20191225,국제신문,김태경 기자 tgkim@kookje.co.kr,아베 “강제징용 한국이 해결을” 문재인 대통령 “수출 규제 원상회복해야”
20191224,한국일보,류효진,문 대통령 생일 ‘0124’ 새겨진 중국 총리의 선물
20191224,OBS,유은총,"문 대통령, 1박 2일 중국 방문 마치고 귀국"
20191224,YTN,김도원,"문재인 대통령, 중국 방문 일정 마치고 귀국"
20191224,경향신문,유신모 외교전문기자 simon@kyunghyang.com,문 대통령 “수출규제 7월1일 이전으로” 아베 “당국 간 대화로”
20191224,중앙일보,김은빈(kim.eunbin@joongang.co.kr),"문 대통령 “한일 정상회담, 매우 유익한 진전이었다 믿어”"
20191224,매일신문,황희진,관우가 청두에 있었다고? 문재인 대통령 글 오류?
20191224,매일신문,황희진,문재인 대통령 페이스북 '청두를 떠나며'
20191224,YTN,YTN,"문 대통령 ""한중일, 오랜 역사와 문화 공유하는 가장 가까운 이웃"""
20191224,YTN,YTN,"靑 ""문 대통령, 수출규제 7월 이전으로 회복해야"""
20191224,경향신문,조형국 기자 situation@kyunghyang.com,"문재인 대통령 ""한 일 정상회담, 매우 유익한 진전이라 믿는다"""
20191224,YTN,김도원,"문재인 대통령, 중국 방문 일정 마치고 귀국길"
20191224,아주경제,이보미,"?문재인 대통령, 中 日 연쇄 정상회담 마치고 서울로 출발"
20191224,머니투데이,강기준|기자,"문대통령-아베 '45분' 회담 日 ""입장차이만 확인"""
20191224,전북도민일보,청와대=이태영 기자,"문재인 대통령, 아베 일본 총리에 결단 촉구"
20191224,중부일보,김수언,중앙-지방 소통 강화된다... 문재인 대통령 주재 시 도지사 회의체 '중앙지방협력회의' 법제화
20191224,전자신문,성현희,"문 대통령 ""수출 규제, 7월 이전으로 회복돼야"" 아베 ""대화로 해결"""
20191224,YTN,YTN,"靑 ""문 대통령, 日 수출규제 조속히 회복돼야...결단 당부"""
20191224,전북일보,김준호,"문 대통령 “3국정상, 한반도 평화가 공동이익 부합”"
20191224,전북일보,김준호,"문 대통령, 아베 총리에 수출규제 “7월1일 이전으로 회복돼야”"
20191224,중부일보,김재득,"문재인 대통령 ""7월1일 이전으로 회복돼야"" 아베 ""당국 대화로 해결"""
20191224,YTN,YTN,"靑 ""문 대통령, 수출규제 7월 이전으로 회복해야"""
20191224,중앙일보,권호(kwon.ho@joongang.co.kr),"문대통령 아베 솔직했던 45분 ""우리는 이웃, 대화로 풀자"""
20191224,매일신문,최경철,"문 대통령 ""일본 수출규제 7월 이전 회복돼야"""
20191224,매일신문,최경철,"문 대통령 ""수출규제 해소"" 아베 ""안보 공조 중요"""
20191224,한국경제,김형호(chsan@hankyung.com),"문 대통령 ""수출규제 철회 결단을"" 아베 ""韓 美 日 안보 공조 중요"""
20191224,KBS,홍성희,문 대통령 “솔직한 대화가 중요” 아베 “한일 관계 개선 희망”
20191224,YTN,YTN,"靑 ""문 대통령, 日 수출규제 조속히 회복돼야...아베, 수출 정책 대화 유익"""
20191224,YTN,김도원,"[현장영상] ""문 대통령, 아베 총리에 수출규제 결단 당부"""
20191224,매일경제,,"[속보] 문대통령 ""수출규제 7월1일 이전 수준으로 조속히 회복돼야"""
20191224,매일신문,황희진,"[속보] ""문 대통령 아베 총리에 일본 수출 규제 이전 수준 회복 당부"""
20191224,전자신문,윤성혁,"문재인 대통령과 아베 일본 총리, 한일 정상회담"
20191224,YTN,YTN,"문 대통령 ""한일, 멀어질 수 없는 사이...솔직한 대화 중요"""
20191224,YTN,신호,"한일 정상 45분 동안 회담...문 대통령 ""결코 멀어질 수 있는 사이 아니다"""
20191224,매일경제,,"문대통령 ""한일, 결코 멀어질 수 없어 솔직한 대화 중요"""
20191224,국민일보,청두=서영희기자,"문재인 대통령,한 중 일 비즈니스 서밋 모두발언"
20191224,YTN,임주영,[더뉴스-더인터뷰] 문대통령-아베 정상회담...관계 복원 주목
