일자,언론사,기고자,제목
20200924,아시아경제,김수완,"당대표 물러나는 심상정 ""정상에 홀로 선 느낌 희망 못드려 죄송"""
20200924,경인일보,이성철,"심상정 정의당 대표 퇴임 ""'정의당 시즌 투' 빨리 선보이기 위해 """
20200924,매일경제,우승준,"[전문] 당대표 물러나는 심상정 ""희망을 드리지 못해 죄송하다"""
20200924,아주경제,황재희,"당 대표 퇴임, 심상정 “정치개혁은 숙명 정의당, 시즌2 선보일 것”"
20200924,아주경제,신승훈,"?[진보 정치의 미래] ①정의당, '포스트 심상정' 누가 되나...4인4색 당권 쟁탈전"
20200924,아주경제,신승훈,[오늘의 국회 일정(24일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200923,아주경제,신승훈,[오늘의 국회 일정(23일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200922,파이낸셜뉴스,서동일,정의당 의총서 모두발언하는 심상정 대표
20200922,파이낸셜뉴스,서동일,의총 발언하는 심상정 정의당 대표
20200922,아주경제,신승훈,[오늘의 국회 일정(22일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200921,아주경제,신승훈,[오늘의 국회 일정(21일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200918,아주경제,신승훈,[오늘의 국회 일정(18일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200917,아주경제,신승훈,[오늘의 국회 일정(17일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200916,아시아경제,윤동주,[포토] 방진복 입은 심상정 정의당 대표
20200916,아주경제,신승훈,[오늘의 국회 일정(16일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200915,매일경제,우승준,"[속보] 심상정 ""국회의원과 공무원들 부동산 투기에 손 떼야"""
20200915,한국경제,김명일(mi737@hankyung.com),"[속보]심상정 ""코로나 고통 분담해야 국회의원 세비 30% 삭감하자"""
20200915,조선일보,최연진 기자,"현직 의원, 국감 증인대 서나...심상정 “이상직, 책임회피 말라”"
20200915,아주경제,신승훈,[오늘의 국회 일정(15일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200914,서울신문,기민도,"정의당 심상정 “통신비 2만원 예산, 긴급고용안정 자금으로”"
20200914,아주경제,신승훈,[오늘의 국회 일정(14일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200912,중앙일보,김홍범(kim.hongbum@joongang.co.kr),"""심상정 대체자 없다"" 정의당, 4인중 누가돼도 꼰대당 벗는다"
20200911,아주경제,신승훈,[오늘의 국회 일정(11일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200910,머니투데이,정현수 |기자,'포스트 심상정'은 누구? 정의당 차기 당대표 후보 '4파전' 확정
20200910,한국일보,이정은,"심상정 ""통신비 2만원, 정의당 이런 예산 승인 어렵다"""
20200910,아주경제,신승훈,[오늘의 국회 일정(10일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200909,아시아경제,전진영,'포스트 심상정'은 누구 정의당 당권 레이스 시작
20200909,헤럴드경제,홍승희 기자,배진교 김종철 김종민 박창진 정의당 ‘포스트 심상정’은 누구
20200909,헤럴드경제,홍승희 기자,정의당 ‘포스트 심상정’은 인천연합-좌파연합-참여계 ‘각축’
20200909,아주경제,신승훈,[오늘의 국회 일정(9일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200908,한국일보,홍인택,"포스트 심상정 경쟁 막오른 정의당, '4050남성' 독무대?"
20200908,아주경제,신승훈,[오늘의 국회 일정(8일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200908,중앙일보,한영혜(han.younghye@joongang.co.kr),"김종민 김종철, 정의당 당대표 출마 ‘포스트 심상정’ 선거 국면 돌입"
20200907,머니투데이,권혜민 |기자,'포스트 심상정'은 누구 정의당 당대표 선거 막 올랐다
20200907,아주경제,신승훈,[오늘의 국회 일정(7일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200904,아주경제,신승훈,[오늘의 국회 일정(4일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200903,아주경제,신승훈,[오늘의 국회 일정(3일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200902,아주경제,신승훈,[오늘의 국회 일정(2일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200901,경향신문,김형규 기자 fidelio@kyunghyang.com,"정의당 ‘포스트 심상정’ 경쟁 시작 배진교 박창진, 당대표 선거 출마"
20200901,아주경제,신승훈,[오늘의 국회 일정(1일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200831,머니투데이,정현수|권혜민|기자|기자,'與와 차별 진보노선 강화' 정의당 쇄신 이끌 '포스트 심상정'은?
20200831,아주경제,전환욱,[오늘의 국회 일정(31일)] 이낙연 김종인 심상정 안철수 최강욱 등 지도부 종합
20200830,국민일보,김동우,"정의당, 9월 말 심상정 사퇴 대표단 회의 도입"
20200830,머니투데이,정현수 |기자,"정의당, 다음달 새 지도부 구성 '포스트 심상정'은 누구?"
20200830,한국일보,홍인택,정의당 ‘포스트 심상정’ 체제로 9월 조기 당직선거
20200830,서울신문,기민도,‘포스트 심상정’ 결정만 남았다 정의당 지도체제 및 당직선거 확정
20200828,아주경제,전환욱,[오늘의 국회 일정(28일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200827,아주경제,전환욱,[오늘의 국회 일정(27일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200826,헤럴드경제,이현정 기자,"최재성, 정의당 예방 심상정, 정치개혁 강조"
20200826,아주경제,전환욱,[오늘의 국회 일정(26일)] 이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200825,아주경제,전환욱,[오늘의 국회 일정(25일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200824,아주경제,전환욱,[오늘의 국회 일정(24일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200823,서울신문,신형철,“내가 포스트 심상정” 당대회 앞두고 불붙는 정의당 당권경쟁
20200822,중앙일보,김홍범(kim.hongbum@joongang.co.kr),'포스트 심상정'이 류호정? 8000명 탈당 쇼크 정의당 인물난
20200821,아주경제,신승훈,[오늘의 국회 일정(21일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200820,아주경제,전환욱,[오늘의 국회 일정(20일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200819,아주경제,전환욱,[오늘의 국회 일정(19일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200818,아주경제,전환욱,[오늘의 국회 일정(18일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200817,매일경제,윤지원,`포스트 심상정` 없고 빚만 45억 위기의 정의당
20200817,매일경제,윤지원,"위기의 정의당 ""빚만 40여억원""  `포스트 심상정` 부재 속 재정난까지"
20200814,YTN,안귀령,"[뉴있저] ""혁신위는 심상정 면피용""...정의당 회견장에서 터져나온 계파갈등?"
20200814,아주경제,전환욱,[오늘의 국회 일정(14일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200813,아주경제,전환욱,[오늘의 국회 일정(13일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200812,아주경제,전환욱,[오늘의 국회 일정(12일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200812,헤럴드경제,홍승희 기자,정의당 심상정 사진 논란에 “작업 초기 사진 일부 보도 매우 유감”
20200811,아시아경제,박형수,"정의당, 심상정 '인증쇼' 논란에 ""흙 묻은 옷' 사진 공개"
20200811,SBS,SBS 뉴미디어부,'진흙 범벅' 태영호 vs 깨끗한 심상정 정의당의 해명
20200811,YTN,이은비,"정의당 ""심상정 옷 깨끗해서 사진 삭제했다는 취지 보도 유감"""
20200811,경향신문,송윤경 기자 kyung@kyunghyang.com,"정의당 ""심상정 옷 깨끗해서 사진 삭제? 사실과 동떨어진 보도 유감"""
20200811,국민일보,박은주,“비 맞으며 일했는데 ” 심상정 흙 묻은 옷 공개한 정의당
20200811,서울경제,박진용 기자,"‘인증샷’ 논란 정의당 “심상정, 옷과 장화 깨끗해 사진 지웠다는 보도 유감”"
20200811,조선일보,김보연 기자,심상정 '인증샷' 논란에 흙 묻은 옷 장화 공개한 정의당
20200811,매일신문,변선진,"정의당 ""심상정 옷 사진은 초기에 잠깐 찍은 것 유감"""
20200811,서울경제,김경훈 기자,"반짝반짝 빛나는 '심상정 장화' 논란에 정의당 ""복구 활동 초기에 찍은 사진"""
20200811,머니투데이,김지영|기자,"정의당 ""심상정 더러운 옷 사진도 "" 언론엔 ""유감"""
20200811,중앙일보,배재성(hongdoya@joongang.co.kr),"""작업 초반이라 깨끗한 것"" 심상정 사진 다시 공개한 정의당"
20200811,조선일보,양승식 기자,"정의당 ""심상정, 복구 초기 잠깐 찍은 사진 보도 유감"""
20200811,한국일보,양진하,"정의당 ""심상정 옷 깨끗해서 사진 삭제한 것처럼 보도 유감"""
20200811,머니투데이,이동우|기자,"'인증샷 논란' 심상정, 해명 없이 페북에 ""정의당이 국회 바꿔"""
20200811,아주경제,전환욱,[오늘의 국회 일정(11일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200810,YTN,김대근,"심상정 대표 ""국회 열어 재난 복구 추경 편성해야"""
20200810,아주경제,전환욱,[오늘의 국회 일정(10일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200807,아주경제,전환욱,[오늘의 국회 일정(07일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200807,한국일보,조소진,[단독] '심상정 체제 긍정평가 67%' 리더십 변화 고민 깊어진 정의당
20200806,매일신문,매일신문,"[관풍루] 정의당 심상정 대표, 류호정 의원 옷차림 논란에 “원피스 입고 싶어지는 아침”이라 응원"
20200806,매일경제,,"심상정 ""원피스 입고 싶은 아침"" 류호정 이날 국회 패션은"
20200806,머니투데이,김지영|기자,"심상정 ""원피스는 여성들이 사랑하는 출근룩 국회도 직장"""
20200806,아주경제,전환욱,[오늘의 국회 일정(06일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200805,아주경제,전환욱,[오늘의 국회 일정(05일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200804,아주경제,전환욱,[오늘의 국회 일정(04일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200803,한국일보,양진하,"심상정, 국회의원ㆍ장차관 '1가구 1주택' 제한법 발의"
20200803,YTN,나연수,"심상정, 국회의원 장차관 '1주택 제한법' 발의"
20200803,한국경제,윤진우(jiinwoo@hankyung.com),"심상정 만난 박지원 ""정의당에 별도 업무보고"""
20200803,서울신문,김유민,심상정 “고위공직자와 국회의원 30% 이상 다주택자”
20200803,아주경제,전환욱,[오늘의 국회 일정(03일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200731,서울신문,신형철,심상정 자리에는 누가 앉을까 ‘심後를 준비하는 정의당’
20200731,아주경제,신승훈,[오늘의 국회 일정(31일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200730,광주일보,오광록,심상정 “초선 151명 국회서 뭘 배우겠나”
20200730,아주경제,전환욱,[오늘의 국회 일정(30일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200729,아주경제,전환욱,[오늘의 국회 일정(29일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200728,아주경제,전환욱,[오늘의 국회 일정(28일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200727,중앙일보,이병준(lee.byungjun1@joongang.co.kr),"심상정 “행정수도 이전, 국회 특위 만들어 국민투표 부치자"""
20200727,세계일보,최형창,"심상정 “행정수도 이전, 국회 특위 만들고 합의안 ‘국민투표’ 붙이자”"
20200727,무등일보,김현수,"심상정 ""국회서 행정수도 합의안 만들어 국민투표에 부치자"""
20200726,헤럴드경제,당직자공용 기자,"정의당 “차별금지법 반대단체, 심상정 사무실서 난동 범죄 행위”"
20200724,한국일보,류호,"심상정 사과 10일만에 포문 연 정의당 ""문 대통령, 누구 곁에 설지 밝혀라"""
20200724,아주경제,전환욱,[오늘의 국회 일정(24일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200723,아주경제,전환욱,[오늘의 국회 일정(23일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200722,아주경제,전환욱,[오늘의 국회 일정(22일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200721,아주경제,전환욱,[오늘의 국회 일정(21일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200720,아주경제,전환욱,[오늘의 국회 일정(20일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200719,세계일보,곽은산,"정의당, 혁신안 초안 발표 '심상정 당' 오명 벗을까"
20200718,헤럴드경제,홍승희 기자,故노회찬 2주기 추모제 심상정 “정의당 거센 논란 더 성숙 단단해질 것”
20200718,아주경제,박경은,"심상정 ""정의당, 거센 논란에 더 선명 성숙 단단해지겠다"""
20200717,아주경제,전환욱,[오늘의 국회 일정(17일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200716,동아일보,김혜란,심상정 “정의당도 피해 호소인 썼지만 ‘피해자’ 표현 옳아“
20200716,국민일보,박재현 기자,심상정 “‘피해호소인’ 대신 ‘피해자’가 맞다. 정의당도 피해자 사용”
20200716,헤럴드경제,홍승희 기자,정의당 ‘피해 호소인’ 용어 버린다 심상정 “적절치 않아”
20200716,중앙일보,홍주희(honghong@joongang.co.kr),"정의당도 그 말 썼는데 심상정 ""피해호소인 표현 부적절"""
20200716,세계일보,김현주,"'박원순 조문 논란' 정의당 내분 점입가경 심상정 공개 사과, 당 안팎에서 논란 가열"
20200716,MBC,이준범,'조문 거부'에 심상정 사과 정의당 '내홍'
20200716,아주경제,전환욱,[오늘의 국회 일정(16일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200716,국민일보,박재현 기자,‘심상정 사과’ 두고 정의당 내홍 진보정당 딜레마 분석도
20200715,국민일보,박재현 기자,심상정은 왜 사과했을까 정의당이 풀어야 할 현실적 딜레마
20200715,서울신문,신형철,‘여성인권’ 외치는 정의당... 당심(黨心)은 심상정 이후 본다
20200715,세계일보,정은나리,정의당 정체성 흔든 심상정 사과 당 안팎 ‘쓴소리’
20200715,헤럴드경제,홍승희 기자,심상정 사과에 격화된 ‘내홍’ 진보 ‘세대차’ 정의당 딜레마
20200715,헤럴드경제,홍승희 기자,"‘심상정 사과논란’, 진보진영 ‘세대差’ 보여준 정의당 딜레마"
20200715,세계일보,현화영,‘심상정 사과’ 두고 정의당 내 잡음? ‘조문 거부’ 장혜영 “솔직히 당황스러웠다”
20200715,아주경제,전환욱,[오늘의 국회 일정(15일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200715,머니투데이,서진욱|기자,"사과하는 심상정 옆 두 의원들, '박원순'에 갈라진 정의당"
20200715,서울신문,손지은,"심상정, 박원순 조문 거부 논란 사과하자 정의당 발칵"
20200715,SBS,김용태 기자,심상정 공개 사과 추모 두고 갈라진 정의당
20200714,서울신문,김유민,정의당 조문 거부 사과한 심상정 장혜영 “솔직히 당황”
20200714,중앙일보,윤성민(yoon.sungmin@joongang.co.kr),"'조문거부' 정의당 장혜영 ""심상정 사과, 솔직히 당황스러웠다"""
20200714,경향신문,김형규 기자 fidelio@kyunghyang.com,"심상정 ‘조문거부 사과’ 이후 정의당, 내홍 되레 격화"
20200714,SBS,김용태 기자,심상정 사과에 더 갈라진 정의당 '2중대' 딜레마 여전
20200714,조선일보,김명지 기자,'朴시장 조문거부' 사과한 심상정 그 뒤엔 정의당 폭격한 친여(與) 지지자들
20200714,한국경제,임도원(van7691@hankyung.com),심상정 '조문 거부' 사과 정의당 또 '시끌'
20200714,세계일보,박유빈,심상정 사과에 정의당 비판 확산 당 안팎서 “정체성 혼란”
20200714,머니투데이,서진욱 |기자,"박원순 조문, 심상정 사과 논란 정의당의 '갈라진' 당심"
20200714,아시아경제,한승곤,"정의당, 다시 민주당 2중대? 심상정 '조문 거부' 사과 후폭풍"
20200714,동아일보,박태근,심상정 “소속 의원 2명 ‘박원순 조문 거부’ 진심으로 죄송”
20200714,중앙일보,배재성(hongdoya@joongang.co.kr),두 의원이 박원순 조문 거부했다고 공개사과한 심상정
20200714,아주경제,전환욱,[오늘의 국회 일정(14일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200713,아시아경제,박철응,"심상정 ""의원 고위공직자, 거주 외 주택 처분 의무화할 것"""
20200713,동아일보,김혜란,심상정 조문 류호정 거부 정의당 “애도하되 피해 호소인 보호도”
20200713,아주경제,전환욱,[오늘의 국회 일정(13일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200711,국민일보,천금주 기자,박원순 조문 안 하는 정의당 의원들 심상정 “2차 가해 안돼”
20200710,아시아경제,김혜민,"정의당 류호정 ""朴 조문 안 간다"" 심상정 배진교 빈소 찾아(종합)"
20200710,아주경제,신승훈,[오늘의 국회 일정(10일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200709,중앙일보,김은빈(kim.eunbin@joongang.co.kr),통합당 거부 국회부의장에 심상정? 국회의장실 “사실 아니야” 정의당 “모르는 일”
20200709,아주경제,전환욱,[오늘의 국회 일정(09일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200708,조선일보,김명지 기자,"심상정 ""국회의원?고위공무원 '실거주 1채' 제외 강제 처분법 만들어야"""
20200708,아주경제,전환욱,[오늘의 국회 일정(08일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200707,경향신문,박용하 기자 yong14h@kyunghyang.com,"심상정, 청와대 참모 국회의원 '다주택 강제처분법' 제안"
20200707,아주경제,전환욱,[오늘의 국회 일정(07일)]이해찬 김종인 심상정 안철수 최강욱등 지도부 종합
20200706,중부일보,심상정,"[창간축사] 심상정 정의당 대표 ""나아갈 길을 비춰주는 등대가 되어주기를"""
20200706,아주경제,전환욱,[오늘의 국회 일정(06일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200703,아주경제,전환욱,[오늘의 국회 일정(03일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200702,아주경제,전환욱,[오늘의 국회 일정(02일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200701,아주경제,전환욱,[오늘의 국회 일정(01일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200630,아주경제,전환욱,[오늘의 국회 일정(30일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200629,아주경제,전환욱,[오늘의 국회 일정(29일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200626,아주경제,전환욱,[오늘의 국회 일정(26일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200625,중앙일보,김효성(kim.hyoseong@joongang.co.kr),심상정 “인국공 정규직 전환 잘한 일” 공정 이슈와 선 그은 정의당
20200625,아주경제,전환욱,[오늘의 국회 일정(25일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200624,아주경제,전환욱,[오늘의 국회 일정(24일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200623,아주경제,전환욱,[오늘의 국회 일정(23일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200622,아주경제,전환욱,[오늘의 국회 일정(22일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200619,아주경제,전환욱,[오늘의 국회 일정(19일)]이해찬 김종인 심상정 안철수 최강욱등 지도부 종합
20200618,아주경제,전환욱,[오늘의 국회 일정(18일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200617,아주경제,전환욱,[오늘의 국회 일정(17일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200616,아주경제,전환욱,[오늘의 국회 일정(16일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200615,아주경제,신승훈,[오늘의 국회 일정(15일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200612,YTN,송재인,"심상정 ""북한 성급한 태도 유감...국회 판문점 선언 비준해야"""
20200612,아주경제,전환욱,[오늘의 국회 일정(12일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200611,YTN,송재인,"심상정 ""북한 성급한 태도 유감...국회 판문점 선언 비준해야"""
20200611,아주경제,전환욱,[오늘의 국회 일정(11일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200610,아주경제,전환욱,[오늘의 국회 일정(10일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200610,한겨레,손원제,장혜영 “정의당 뼈아픈 점은 심상정이 ‘하드 캐리’ 하는 당이라는 것”
20200609,아주경제,전환욱,[오늘의 국회 일정(09일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200608,아주경제,전환욱,[오늘의 국회 일정(08일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200605,아주경제,전환욱,[오늘의 국회 일정(05일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200604,YTN,최민기,"누가 정의당이야?...심상정 만난 김종인 ""삼성 역행하다 어려움에 빠져"""
20200604,YTN,최민기,"누가 정의당이야?...심상정 만난 김종인 ""삼성 역행하다 어려움에 빠져"""
20200604,아주경제,전환욱,[오늘의 국회 일정(04일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200603,아주경제,전환욱,[오늘의 국회 일정(03일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200602,아주경제,전환욱,[오늘의 국회 일정(08일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200601,서울신문,김명국,[서울포토]국회청소직 노동자 오찬에서 인사말 하는 심상정
20200601,아주경제,전환욱,[오늘의 국회 일정(01일)]이해찬 김종인 심상정 안철수 최강욱 등 지도부 종합
20200529,아주경제,신승훈,[오늘의 국회 일정(29일)]이해찬 주호영 이수봉 심상정 안철수 등 지도부 종합
20200528,아주경제,전환욱,[오늘의 국회 일정(28일)]이해찬 주호영 김정화 심상정 안철수 등 지도부 종합
20200527,아주경제,전환욱,[오늘의 국회 일정(27일)]이해찬 주호영 김정화 심상정 안철수 등 지도부 종합
20200526,아주경제,전환욱,[오늘의 국회 일정(26일)]이해찬 주호영 김정화 심상정 안철수 등 지도부 종합
20200525,경향신문,김형규 기자 fidelio@kyunghyang.com,노회찬 심상정 다음 ‘정의당 리더십’ 촉각 2세대 진보정치인 청년 전면 나설까
